2019-06-14 11:32:16 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 16:04:26 [root] [INFO] :20: 访问网址：http://13.229.214.122:8080/
2019-09-16 16:07:01 [root] [INFO] :20: 访问网址：http://101.200.149.181:8080/
2019-09-16 16:08:59 [root] [INFO] :20: new browser driver 
2019-09-16 16:08:59 [root] [INFO] :20: new browser driver 
2019-09-16 16:09:00 [root] [INFO] :20: new browser driver 
2019-09-16 16:09:01 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 16:09:01 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-16 16:09:01 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 16:09:01 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 16:09:01 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 16:09:01 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-16 16:09:01 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 16:09:01 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 16:09:01 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-16 16:09:01 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 16:09:01 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-16 16:09:01 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-16 16:09:01 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-16 16:09:02 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 16:09:02 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-16 16:09:02 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-16 16:09:02 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-16 16:09:02 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-16 16:09:05 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-16 16:09:05 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-16 16:09:07 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-16 16:09:08 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-16 16:09:08 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-16 16:09:08 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-16 16:09:08 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-16 16:09:08 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-16 16:09:08 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-16 16:09:08 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-16 16:09:08 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-16 16:09:08 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-16 16:09:08 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 16:09:09 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 16:09:09 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-16 16:09:09 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-16 16:09:09 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-16 16:09:09 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-16 16:09:09 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-16 16:09:09 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-16 16:09:11 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-16 16:09:11 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-16 16:09:11 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-16 16:09:12 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 16:09:13 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 16:09:13 [root] [INFO] :20: 在此时进行截图！！
2019-09-16 16:09:13 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-16 16:09:13 [root] [ERROR] :40: 获取text失败，返回空字符串 
2019-09-16 16:09:16 [root] [INFO] :20: 访问网址：http://101.200.149.181:8080/
2019-09-17 11:03:28 [root] [INFO] :20: new browser driver 
2019-09-17 11:03:28 [root] [INFO] :20: new browser driver 
2019-09-17 11:03:28 [root] [INFO] :20: new browser driver 
2019-09-17 11:03:29 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-17 11:03:29 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-17 11:03:29 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-17 11:03:29 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-17 11:03:29 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-17 11:03:29 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 11:03:29 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-17 11:03:29 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 11:03:29 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-17 11:03:29 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-17 11:03:29 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-17 11:03:29 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-17 11:03:29 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-17 11:03:29 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-17 11:03:29 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-17 11:03:29 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-17 11:03:29 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-17 11:03:29 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-17 11:03:29 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 11:03:30 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-17 11:03:30 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 11:03:30 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-17 11:03:30 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-17 11:03:30 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-17 11:03:30 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-17 11:03:30 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-17 11:03:30 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-17 11:03:30 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-17 11:03:31 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-17 11:03:34 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-17 11:03:34 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-17 11:03:36 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-17 11:03:36 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-17 11:03:36 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-17 11:03:37 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-17 11:03:37 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-17 11:03:37 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-17 11:03:37 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-17 11:03:37 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-17 11:03:37 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-17 11:03:37 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-17 11:03:37 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-17 11:03:37 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-17 11:03:37 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-17 11:03:37 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-17 11:03:37 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-17 11:03:38 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-17 11:03:38 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-17 11:03:38 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-17 11:03:40 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-17 11:03:40 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-17 11:03:40 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-17 11:03:41 [root] [INFO] :20: 在此时进行截图！！
2019-09-17 11:03:41 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-17 11:03:41 [root] [INFO] :20: 在此时进行截图！！
2019-09-17 11:03:42 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-17 11:03:42 [root] [ERROR] :40: 获取text失败，返回空字符串 
2019-09-17 11:03:43 [root] [INFO] :20: 访问网址：http://101.200.149.181:8080/
2019-09-17 11:50:18 [root] [INFO] :20: new browser driver 
2019-09-17 11:50:18 [root] [INFO] :20: new browser driver 
2019-09-17 11:50:18 [root] [INFO] :20: new browser driver 
2019-09-17 11:50:19 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-17 11:50:19 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 11:50:19 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-17 11:50:19 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-17 11:50:19 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 11:50:19 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-17 11:50:19 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-17 11:50:19 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 11:50:19 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-17 11:50:19 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-17 11:50:19 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 11:50:19 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-17 11:50:19 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-17 11:50:19 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-17 11:50:20 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-17 11:50:20 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-17 11:50:20 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-17 11:50:21 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-17 11:50:24 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-17 11:50:24 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-17 11:50:26 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-17 11:50:26 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-17 11:50:26 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-17 11:50:27 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-17 11:50:27 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-17 11:50:27 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-17 11:50:27 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-17 11:50:27 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-17 11:50:27 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-17 11:50:27 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-17 11:50:27 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-17 11:50:27 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-17 11:50:27 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-17 11:50:27 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-17 11:50:27 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-17 11:50:27 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-17 11:50:27 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-17 11:50:27 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-17 11:50:29 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-17 11:50:29 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-17 11:50:29 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-17 11:50:30 [root] [INFO] :20: 在此时进行截图！！
2019-09-17 11:50:31 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-17 11:50:31 [root] [INFO] :20: 在此时进行截图！！
2019-09-17 11:50:31 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-17 11:50:31 [root] [ERROR] :40: 获取text失败，返回空字符串 
2019-09-17 11:50:33 [root] [INFO] :20: 访问网址：http://101.200.149.181:8080/
2019-09-17 14:06:06 [root] [INFO] :20: new browser driver 
2019-09-17 14:06:06 [root] [INFO] :20: new browser driver 
2019-09-17 14:06:07 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-17 14:06:07 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 14:06:07 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-17 14:06:07 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-17 14:06:07 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 14:06:07 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-17 14:06:07 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-17 14:06:07 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 14:06:07 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-17 14:06:07 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-17 14:06:07 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 14:06:07 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-17 14:06:07 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-17 14:06:08 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-17 14:06:08 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-17 14:06:08 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-17 14:06:09 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-17 14:06:12 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->mb_marketing
2019-09-17 14:06:12 [root] [INFO] :20: 点击元素:('id', 'mb_marketing')
2019-09-17 14:06:14 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/aside/section/ul/li[6]/ul/li[2]/a
2019-09-17 14:06:15 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/aside/section/ul/li[6]/ul/li[2]/a')
2019-09-17 14:06:15 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[2]/div/div/div/div/div/a
2019-09-17 14:06:15 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div/div[1]/section[2]/div/div/div/div/div/a')
2019-09-17 14:06:15 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_title
2019-09-17 14:06:15 [root] [INFO] :20: 元素:('id', 'id_title'),输入文本：标题标题标题
2019-09-17 14:06:15 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_content
2019-09-17 14:06:15 [root] [INFO] :20: 元素:('id', 'id_content'),输入文本：内容内容尼尔内容
2019-09-17 14:06:15 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_start_date
2019-09-17 14:06:15 [root] [INFO] :20: 点击元素:('id', 'id_display_start_date')
2019-09-17 14:06:15 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-17 14:06:15 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-17 14:06:15 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->id_display_end_date
2019-09-17 14:06:15 [root] [INFO] :20: 点击元素:('id', 'id_display_end_date')
2019-09-17 14:06:15 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="ui-datepicker-div"]/div[3]/button[1]
2019-09-17 14:06:15 [root] [INFO] :20: 点击元素:('xpath', '//*[@id="ui-datepicker-div"]/div[3]/button[1]')
2019-09-17 14:06:15 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button
2019-09-17 14:06:16 [root] [INFO] :20: 点击元素:('xpath', '/html/body/div[1]/div[1]/section[2]/div/div/div/div/div/form/button')
2019-09-17 14:06:16 [root] [INFO] :20: 访问网址：http://101.200.149.181:8080/
2019-09-17 14:06:18 [root] [INFO] :20: 元素：('xpath', '//*[@id="notification_list"]/tbody/tr[1]/td[2]')，获取文本
2019-09-17 14:06:18 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->//*[@id="notification_list"]/tbody/tr[1]/td[2]
2019-09-17 14:06:18 [root] [INFO] :20: 获取到文本：标题标题标题
2019-09-17 14:06:18 [root] [INFO] :20: 在此时进行截图！！
2019-09-17 14:06:19 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-17 14:06:19 [root] [INFO] :20: 在此时进行截图！！
2019-09-17 14:06:19 [root] [INFO] :20: 已成功生成截图，请确认！
2019-09-17 14:06:19 [root] [ERROR] :40: 获取text失败，返回空字符串 
2019-09-17 14:07:07 [root] [INFO] :20: new browser driver 
2019-09-17 14:07:07 [root] [INFO] :20: new browser driver 
2019-09-17 14:07:08 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-17 14:07:08 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-17 14:07:08 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-17 14:07:08 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 14:07:08 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-17 14:07:08 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-17 14:07:08 [root] [INFO] :20: 访问网址：http://www.baidu.com
2019-09-17 14:07:08 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-17 14:07:08 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-17 14:07:08 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-17 14:07:08 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 14:07:09 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-17 14:07:09 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-17 14:07:10 [root] [INFO] :20: 点击元素:('id', 'login-submit')
2019-09-17 14:07:10 [root] [INFO] :20: 元素：('xpath', '/html/body/div/div[1]/section[1]/h1')，获取文本
2019-09-17 14:07:10 [root] [INFO] :20: 正在定位元素信息：定位方式->xpath, value值->/html/body/div/div[1]/section[1]/h1
2019-09-17 14:07:10 [root] [INFO] :20: 获取到文本：首页
2019-09-17 14:07:16 [root] [INFO] :20: 访问网址：http://101.200.149.181:8080/
2019-09-17 14:07:20 [root] [INFO] :20: new browser driver 
2019-09-17 14:07:21 [root] [INFO] :20: 访问网址：http://101.200.149.181:8888/login/?next=/
2019-09-17 14:07:21 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-username
2019-09-17 14:07:21 [root] [INFO] :20: 元素:('id', 'login-username'),输入文本：meijin.hou
2019-09-17 14:07:21 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 14:07:21 [root] [INFO] :20: 元素:('id', 'login-password'),输入文本：CA888888
2019-09-17 14:07:21 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-code
2019-09-17 14:07:21 [root] [INFO] :20: 点击元素:('id', 'login-code')
2019-09-17 14:07:21 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-verification-code
2019-09-17 14:07:21 [root] [INFO] :20: 元素:('id', 'login-verification-code'),输入文本：123456
2019-09-17 14:07:21 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-password
2019-09-17 14:07:21 [root] [INFO] :20: 点击元素:('id', 'login-password')
2019-09-17 14:07:21 [root] [INFO] :20: 正在定位元素信息：定位方式->id, value值->login-submit
2019-09-17 14:07:22 [root] [INFO] :20: 点击元素:('id', 'login-submit')
